,train_loss_unit_degree,train_ori_loss_unit_std,test_loss,test_ori_loss
0,0.26157079973396785,0.48634957494105807,0.3746307076990523,0.7111595555325039
1,0.470933162029622,0.8967413240552846,0.46629545468173456,0.8911798536234224
2,0.4599087951690776,0.8770832022847092,0.4640681823539219,0.8855953135644086
3,0.45176751849609786,0.8598537791028241,0.44811836058732846,0.85649763259183
4,0.44076401059353926,0.8386965908472217,0.43628096141047007,0.8314296951284632
5,0.43248393014476505,0.821139884843637,0.42624901443990676,0.8120826842496172
6,0.4257093901135735,0.809108071993019,0.4199407858573989,0.8014021578322476
7,0.4197027791196466,0.7970785867425368,0.40955919116244494,0.779714476239557
8,0.41439354188113575,0.7878111713068033,0.4125172015537435,0.7863942446613995
9,0.4118616829754233,0.7830839977535298,0.4077398159111348,0.776154961126546
10,0.41295109259694224,0.7841116248296598,0.4049890763559308,0.7700021097358937
11,0.4066889581788002,0.7717847345138069,0.4003736211359504,0.7617121719328376
12,0.40607322107292954,0.7713636219052726,0.39578491215506334,0.752965270774439
13,0.4022289925711754,0.7631330753661932,0.3937073770974102,0.7491740051385326
14,0.4009181707729485,0.7609979910527411,0.3920299690075118,0.745879457933673
15,0.3979695224188476,0.7547844674471386,0.3898509041674985,0.7410469168874746
16,0.3946730975493167,0.7489114967949336,0.39270814418612615,0.7455965351740209
17,0.38865153288987203,0.7363359507512426,0.38931365387212374,0.7386727121192962
18,0.3831340136994821,0.7255897568073443,0.39047857875613473,0.7445246657007374
19,0.37936151436990606,0.718765963111162,0.3868493964021751,0.7357243781831736
20,0.37348723165065606,0.7063277745230568,0.3844284804669593,0.730396890003855
21,0.36528928133264904,0.6894257758921911,0.3843562875807107,0.7311899455574652
22,0.3573844941698901,0.6736937911440296,0.3915662431403139,0.7419269944851598
23,0.34927663650356355,0.6574883228046775,0.392673495291135,0.7467221646705487
24,0.34154823821110475,0.6425261157249278,0.39229359361127475,0.7457460511262374
25,0.337349214575905,0.6320823191535709,0.3934829878665407,0.7488638519619902
26,0.3352563980637939,0.6271142981625191,0.38456879410904704,0.7316180326549026
27,0.32615514915099375,0.6092629416767332,0.3923682457289501,0.7459558086120524
28,0.32543387372346744,0.6073763594898274,0.3923533309533955,0.7485732606825574
29,0.31959768845626907,0.5958107811469562,0.38810694811396657,0.7380207972115992
30,0.31526041503325086,0.5869171268967714,0.38538526432513814,0.7318714432767592
31,0.3132551187114144,0.5828446595330993,0.38655497469846734,0.7359277792663003
32,0.31075800509358237,0.5784843753332312,0.3791929042002071,0.7212970211791495
33,0.30256390756318724,0.5627988987308427,0.3817706658207514,0.7254064667698307
34,0.29640579460881944,0.5504935529238553,0.3759639183329729,0.7154140778875444
35,0.2921922226320867,0.5425989750025617,0.37824209776037626,0.7188099630972525
36,0.2930005194391987,0.5434892362392904,0.38046812132421165,0.7229784847586416
37,0.29085038831080756,0.5396958318252746,0.37831320052350875,0.7193361903967647
38,0.2915534190287854,0.5400269519662628,0.3782186709212763,0.7203752569718441
39,0.2898010621105002,0.5380186089336831,0.3802800344674349,0.723658285899243
40,0.28898240244694035,0.5355612534639527,0.3786750086663287,0.7205751025661206
41,0.28726512843074503,0.5325637913827289,0.37630360433461135,0.714873450245553
42,0.28779893427870457,0.5341300957419952,0.38506484495794885,0.7330132887000218
43,0.28807971123277626,0.5342787492364992,0.3821287798017199,0.7263059702818282
44,0.28979464646683795,0.5374244626134654,0.379889992365621,0.721954363087813
45,0.28703724875808256,0.5322702150080483,0.380625716535911,0.7231825000684088
46,0.2861637834009341,0.5311939994983687,0.3778733125095081,0.7181701819451215
47,0.2880180589759551,0.5339985407842992,0.3792379101659711,0.7208259071339853
48,0.2866194744086639,0.5308516367015408,0.3801705503755736,0.7226830119422326
49,0.28637102829638844,0.5305598189494611,0.37922773232917395,0.7220248568143385
50,0.28852621318835353,0.5356723055865649,0.380219438883121,0.723071091187497
51,0.2847443643932225,0.527591446872283,0.38016177498193143,0.7232672152070639
52,0.2869358755472979,0.5315008621604209,0.38144800537152984,0.72444633981407
53,0.28644099737579326,0.5314438793040726,0.3822842979477359,0.7270585649918454
54,0.2879190832113124,0.5336943541504927,0.3823880356990035,0.7263389991324706
55,0.28495671507869036,0.5288220159734952,0.3806218241230967,0.7239602360544571
56,0.2872366856551849,0.5333385947711822,0.37786627418905633,0.7176882702624425
57,0.28585978499500836,0.5299610116357758,0.37593207489983743,0.7151064048327195
58,0.28496049968298315,0.5280848841892376,0.37868917262735535,0.7208666976948734
59,0.28704025356572893,0.5325477905341977,0.37768116388111106,0.7181078348658048
60,0.28591414775678564,0.5310167692280403,0.3791006048452323,0.7205779288779013
61,0.28739846311057105,0.5333919107995565,0.38118210615925513,0.7264590156361616
62,0.28457981572218444,0.527236020907729,0.38041445102318466,0.7237114492163528
63,0.28493385466263754,0.5287780615664932,0.377423325243529,0.7178407629059317
64,0.28457964492806065,0.5281049763397514,0.3768896431353714,0.7168788187749063
65,0.2843516329140116,0.5271613258641522,0.38010455782892655,0.7227654353579661
66,0.28466388880691756,0.5278662119027607,0.3772461728738374,0.7165664213728936
67,0.2847225861772806,0.5281870672345407,0.38012327475239777,0.721932009269949
68,0.28379586129040657,0.5264434590476739,0.3795053840607343,0.7224548206431791
69,0.2862519945950133,0.5310595740935804,0.37535274780212763,0.7147701081218353
70,0.28443729590752265,0.5279360864359903,0.38011448574467793,0.7222094328220313
71,0.2837340623756795,0.5269618205302876,0.3775683673955323,0.7184933356669111
72,0.28378881412598983,0.5270030940337838,0.37762069561552924,0.7179471779478869
73,0.28181536702300986,0.5226721955357473,0.3802347540914297,0.7227070477286665
74,0.28377839481995576,0.5266948113247273,0.3792496091074284,0.7198858381113192
75,0.2835818828543818,0.52609394316311,0.38091617418527507,0.7244175199205832
76,0.28535086733072695,0.530056318381647,0.38217594988346987,0.7263824149655799
77,0.2820942723796603,0.5229718437103439,0.3808809793131558,0.7246303784971436
78,0.28349694687448096,0.5252141261206842,0.37621487766233397,0.7148430623443952
79,0.28405215601010053,0.5268110269393764,0.38308963842902527,0.7276145477759807
80,0.2840579379973855,0.5268498146313662,0.3825690818179242,0.7271834276228523
81,0.2843303507714262,0.5281107553996752,0.38172206017978855,0.7254182898905128
82,0.2825691397112461,0.523372295741591,0.38119711956157815,0.724895033762247
83,0.283780471584085,0.5254203594155217,0.38014083722203423,0.722557344425392
84,0.2817330201474783,0.5225826245640175,0.3784194437367659,0.719975033425726
85,0.2842079659418036,0.5276747269633696,0.3847767143421452,0.7322238134996345
86,0.28530487833373236,0.5293162422666478,0.376205566168993,0.7144259924728734
87,0.2819452590640466,0.5229459593020263,0.3777523249716545,0.7170231330868168
88,0.28462677194152575,0.5282295814407435,0.3817545149420924,0.725291189388372
89,0.2837108126627949,0.5262215998097693,0.37954766564835235,0.7210217511164956
90,0.28407878987997626,0.5268829515296902,0.3840074072687429,0.7296322625479661
91,0.2827698886597831,0.5240073864546482,0.3766288184322839,0.7164247529290151
92,0.28547532171420936,0.5297849762529482,0.3818339477268959,0.7264575369287437
93,0.28150386113699516,0.5215463989977148,0.37901496126182543,0.7194357827344598
94,0.2833767933361489,0.5263364848251787,0.37692013450972267,0.7167946761377001
95,0.28215057832791796,0.5229717878590374,0.379301179385559,0.7210443524139313
96,0.2839213739107287,0.5270981944888361,0.3834917595794918,0.7283960783582492
97,0.2838043098910413,0.526802713213352,0.3767183604796154,0.7169523735841116
98,0.2828877534281181,0.525116870657864,0.3818605340443375,0.7248006503990231
